Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Arroz largo Hacendado,Paquete 1 kg,1.41,Arroz largo,8480000050632,Hacendado,1 kg,unknown,e,,Arroz longo extra branqueado,347.0,0.8,0.3,78.0,0.3,,6.5,,,2025-05-13T23:30:56.999449,1000.0,g
Zumo de naranja recién exprimido Hacendado,Botella 1 L,4.85,Zumo de naranja recién exprimido,8480000052506,Hacendado,,unknown,d,,,0.0,,,,,,,,,2025-05-13T22:26:10.712037,1000.0,ml
Zumo de naranja recién exprimido Hacendado,Botella 500 ml,3.15,Zumo de naranja recién exprimido,8480000052506,Hacendado,,unknown,d,,,0.0,,,,,,,,,2025-05-13T22:28:14.837948,500.0,ml
Zumo de naranja recién exprimido Hacendado,Botella 250 ml,1.95,Zumo de naranja recién exprimido,8480000052506,Hacendado,,unknown,d,,,0.0,,,,,,,,,2025-05-13T22:29:47.076180,250.0,ml
Poke pollo,Bol 400 g,5.5,Poke pollo,8480000064646,Hacendado,,unknown,unknown,,,220.0,9.80000019073486,2.09999990463257,28.0,5.19999980926514,1.0,4.69999980926514,,,2025-05-13T21:16:31.950147,400.0,g
Infusion Dormir Hacendado,Caja 20 bolsitas (30 g),1.05,Dormir,8480000114273,Hacendado,30 g,b,a,4.0,"Cidreira (Melissa officinalis L., folhas) 64%, passioflórea (Passiflora incarnata L., partes aéreas) 20%, aromas, tília (Tilia tomentosa Moench, flor), valeriana (Valeriana officinalis L., raiz) 2%. 2 saquetas contêm 600 mg de passioflórea e 60 mg de valeriana.",,,,,,,,,,2025-05-14T00:59:05.502295,30.0,g
Cacao en polvo a la taza Hacendado,Paquete 400 g,1.7,Cacao a la taza en polvo,8480000133168,Hacendado,400 g,e,f,4.0,"Azúcar, cacao desgrasado en polvo 21,8%, almidón modificado, aroma vainillina.",,,,,,,,,,2025-05-13T18:30:11.990736,400.0,g
Infusion manzana y canela Hacendado,Caja 20 bolsitas (40 g),1.4,Manzana y canela,8480000134608,Hacendado,40g,unknown,a,4.0,"Manzana 41%, Canela 20%, Raíz de Achicoria tostada 12%, Cáscara de naranja 10%, Hibisco 10%, Aromas 6%, Hoja de Stevia 1%.",,,,,,,,,,2025-05-13T22:47:15.031420,40.0,g
Barquillos con crema de avellanas Hacendado,Paquete 250 g,1.5,Barquillos Avellana,8480000142412,Hacendado,250 g,unknown,d,4.0,"Harina de trigo, azúcar, aceite de coco, suero de leche en polvo, cacao magro en polvo, pasta de avellanas (6% en la crema), emulgentes: lecitina de soja, sal, gasificantes: carbonato ácido de sodio, extracto de vainilla.",517.0,26.4,,62.5,,,6.0,,,2025-05-14T01:09:19.940066,250.0,g
Leche de coco Hacendado,Bote 400 ml,1.35,Yogur piña coco 0%,8480000156600,Hacendado,1Kg,unknown,b,4.0,"Leche fresca pasteurizadə
desnatada (Origen: España), pulpa de piña (2,59%), coco
(0,5%), leche en polvo desnatada, espesantes (pectina
goma gelan y goma xantana), almidón modificado, annas
edulcorantes (acesulfamo potásico y sucralosa), férpnentos
kcticos onservador (sorbato potásico). techa de
cadudidad (dia / mes) / Lote: ver parte superior del envase
Conservar en frio entre 19C y 89C. Una vez abierto, consumir
en 3 dias.* Contiene azúcares naturalmente presentes",34.0,0.4,0.3,4.4,4.2,,3.3,,,2025-05-13T15:51:31.451101,400.0,ml
Fruta + leche piña y coco Hacendado,6 mini bricks x 200 ml,1.25,Yogur piña coco 0%,8480000156600,Hacendado,1Kg,unknown,b,4.0,"Leche fresca pasteurizadə
desnatada (Origen: España), pulpa de piña (2,59%), coco
(0,5%), leche en polvo desnatada, espesantes (pectina
goma gelan y goma xantana), almidón modificado, annas
edulcorantes (acesulfamo potásico y sucralosa), férpnentos
kcticos onservador (sorbato potásico). techa de
cadudidad (dia / mes) / Lote: ver parte superior del envase
Conservar en frio entre 19C y 89C. Una vez abierto, consumir
en 3 dias.* Contiene azúcares naturalmente presentes",34.0,0.4,0.3,4.4,4.2,,3.3,,,2025-05-13T12:53:57.070681,1200.0,ml
Sal fina de mesa Hacendado,Bote 300 g,0.75,Sal fina,8480000197313,Hacendado,1 kg,not-applicable,a,2.0,"Sal marina refinada, antiaglomerante (E-536).",,,,,,,,,,2025-05-13T22:58:19.351166,300.0,g
Sal gruesa Hacendado,Paquete 1 kg,0.4,Sal gruesa marina,8480000197337,Hacendado,1kg,not-applicable,a,2.0,SAL MARINHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-05-13T22:57:40.585483,1000.0,g
Sal gruesa para hornear Hacendado,Paquete 2 kg,1.25,Sal para hornear,8480000197344,Hacendado,2 kg,not-applicable,a,2.0,"Sal refinada marina húmeda, antiaglomerante (E-536).",,,,,,,,,,2025-05-13T22:58:00.093799,2000.0,g
Licor crema de fresa Royal Swan,Botella 700 ml,6.5,Strawberry cream liquor,8480000226143,Royal Swan,700ml,not-applicable,e,,,,,,,,,,,,2025-05-13T23:59:34.280981,700.0,ml
Papel vegetal Bosque Verde,Caja 30 hojas,1.7,Papel vegetal,8480000236081,Bosque Verde,30 hojas 38x42cm  (16/09/22),unknown,unknown,,,,,,,,,,,,2025-05-13T18:33:39.444495,,
Vino tinto Syrah Mar de Uvas,Botella 750 ml,2.25,Syrah,8480000236760,Mar de uvas,750 ml,not-applicable,e,,,,,,,,,,,,2025-05-14T00:50:10.232179,750.0,ml
Vino tinto Merlot Mar de Uvas,Botella 750 ml,2.25,Mar de uvas  vino tinto 2020 merlot,8480000236777,,,unknown,unknown,,,,,,,,,,,,2025-05-13T20:32:48.478536,750.0,ml
Vinagre de manzana Hacendado,Botella 1 L,0.9,vinagre de manzana,8480000264978,hacendado,500 ml,unknown,unknown,,,,,,,,,,,,2025-05-13T22:56:42.339834,1000.0,ml
Licor crema Puente Pazos,Botella 700 ml,6.35,Licor de crema,8480000285065,Puente Pazos,700ml,not-applicable,e,,,,,,,,,,,,2025-05-13T23:59:40.832672,700.0,ml
Licor de hierbas Puente Pazos,Botella 700 ml,6.1,Licor de hierbas,8480000285089,Puente Pazos,700 ml,not-applicable,e,,,,,,,,,,,,2025-05-13T23:59:54.074306,700.0,ml
Bebida espirituosa Convidado de Baco,Botella 700 ml,4.5,Bebida espirituosa,8480000285270,Convidado de Baco,1 l,not-applicable,d,,,,,,,,,,,,2025-05-14T00:04:57.558307,700.0,ml
Vodka Knebep,Botella 1 L,6.7,Single Grain Vodka,8480000288226,Knebep,1l,not-applicable,d,,,,,,,,,,,,2025-05-14T00:04:43.703065,1000.0,ml
Ginebra London Dry Gin Kingerly & Sons,Botella 700 ml,6.25,London dry gin,8480000288400,Kingerly & Sons,1 l,not-applicable,d,3.0,Ginebra.,,,,,,,,,,2025-05-14T00:05:11.803541,700.0,ml
Sidra natural Polian,Botella 700 ml,2.1,Sidra natural,8480000288981,Polían,700 ml,not-applicable,d,,,,,,,,,,,,2025-05-14T00:27:23.370445,700.0,ml
Cava brut Cabré& Sabaté,Benjam√≠n 200 ml,1.75,Cava Brut,8480000289216,Cabré & Sabaté,750 ml,not-applicable,unknown,,,,,,,,,,,,2025-05-14T00:26:15.381414,200.0,ml
Bicarbonato de sodio Hacendado,Bote 300 g,1.1,Bicarbonato sodico,8480000290069,Hacendado,300 g,not-applicable,b,1.0,Bicarbonato de sodio (E500ii).,,,,,,,,,,2025-05-13T22:58:25.562295,300.0,g
Bicarbonato de sodio Hacendado,Paquete 1 kg,1.5,Bicarbonato sodico,8480000290069,Hacendado,300 g,not-applicable,b,1.0,Bicarbonato de sodio (E500ii).,,,,,,,,,,2025-05-13T22:56:48.543571,1000.0,g
Sal de frutas sabor limon Hacendado,Bote 250 g,2.1,Sal de frutas sabor limón,8480000290168,Hacendado,250g,not-applicable,a,4.0,"Gasificante (bicarbonato sódico E-500 ii), acidulante (ácido tartárico E-334), aroma de limón, edulcorante (sacarina sódica E-954).",,,,,,,,,,2025-05-13T12:54:33.222379,250.0,g
Licor crema Royal Swan,Botella 700 ml,5.85,Crema de turrón,8480000293817,Royal Swan,700ml,not-applicable,e,,Licor de crema de turrón,,,,,,,,,,2025-05-13T23:59:46.997931,700.0,ml
Aroma de vainilla Hacendado,Bote 150 ml,2.0,Aroma de Vainilla,8480000325242,Hacendado,150ml,not-applicable,b,4.0,"Agua, aroma (contiene leche), espesante: E-466 y colorante: caramelo.",,,,,,,,,,2025-05-13T20:56:40.078621,150.0,ml
Piña deshidratada Hacendado,Paquete 50 g,1.35,Piña,8480000334404,Hacendado,50 g,unknown,a,1.0,Piña deshidratada.,314.0,0.8,,82.0,62.0,9.4,3.4,,,2025-05-13T12:48:58.177903,50.0,g
Bebida de piña Hacendado sin azucares añadidos,6 mini bricks x 200 ml,1.5,Piña,8480000334404,Hacendado,50 g,unknown,a,1.0,Piña deshidratada.,314.0,0.8,,82.0,62.0,9.4,3.4,,,2025-05-13T22:26:37.230239,1200.0,ml
Bebida de piña Hacendado sin azucares añadidos,Brick 1 L,1.0,Piña,8480000334404,Hacendado,50 g,unknown,a,1.0,Piña deshidratada.,314.0,0.8,,82.0,62.0,9.4,3.4,,,2025-05-13T22:26:50.947674,1000.0,ml
Cacahuete tostado con sal Hacendado,Paquete 400 g,1.55,Cacahuete Tostado 0% sal,8480000340313,Hacendado,400 g,unknown,d,1.0,_Cacahuetes_ con cáscara tostado. Trazas de frutos de cáscara.,595.0,48.0,9.9,10.0,6.5,10.8,24.9,,,2025-05-13T23:27:26.159986,400.0,g
Comino molido Hacendado,Bote 58 g,1.2,Comino molido,8480000341204,Hacendado,58g,not-applicable,f,1.0,Comino molido.,,,,,,,,,,2025-05-13T20:29:59.872004,58.0,g
Cebolla en polvo Hacendado,Bote 60 g,0.94,Cebolla en polvo,8480000341389,Hacendado,60g,not-applicable,unknown,1.0,"Cebolla en polvo,",,,,,,,,,,2025-05-13T20:21:25.186861,60.0,g
Jengibre molido Hacendado,Bote 49 g,1.65,Jengibre,8480000341495,Hacendado,49 g,not-applicable,a,1.0,Jengibre molido.,,,,,,,,,,2025-05-13T20:34:00.365268,49.0,g
Curcuma Hacendado,Bote 60 g,1.3,Cúrcuma,8480000341631,Hacendado,60 g,not-applicable,f,1.0,Cúrcuma.,,,,,,,,,,2025-05-13T20:30:26.649320,60.0,g
Nuez moscada molida Hacendado,Bote 58 g,1.65,Nuez moscada,8480000341730,Hacendado,58 g,not-applicable,a,,,,,,,,,,,,2025-05-13T20:34:06.548131,58.0,g
Canela en rama Hacendado,Bote 19 g,1.5,Canela en rama,8480000341761,Hacendado,18 g,not-applicable,f,1.0,Canela.,,,,,,,,,,2025-05-13T20:25:41.945000,19.0,g
Canela en rama Hacendado,Bote 70 g,4.25,Canela en rama,8480000341761,Hacendado,18 g,not-applicable,f,1.0,Canela.,,,,,,,,,,2025-05-13T22:48:19.748928,70.0,g
Canela molida Hacendado,Bote 52 g,1.0,Canela Molida,8480000341778,Hacendado,52 g,not-applicable,f,1.0,"Canela molida,",,,,,,,,,,2025-05-13T20:22:09.958130,52.0,g
Canela molida Hacendado,Bote 180 g,2.8,Canela Molida,8480000341778,Hacendado,52 g,not-applicable,f,1.0,"Canela molida,",,,,,,,,,,2025-05-13T22:48:13.254053,180.0,g
Ajo granulado Hacendado,Bote 115 g,1.2,Ajo,8480000341815,HACENDADO,85g,a,a,1.0,Ajo granulado.,,,,,,,,,,2025-05-13T20:18:23.477884,115.0,g
Amoniaco perfumado Bosque Verde,"Botella 1,5 L",0.85,Amoniaco perfumado,8480000438188,Bosque Verde,,not-applicable,unknown,,,,,,,,,,,,2025-05-13T17:38:55.321052,5000.0,ml
Palillos redondos Bosque Verde,Bote 500 ud.,1.25,Palillos redondos dosificador,8480000493194,Bosque Verde,,unknown,unknown,,,,,,,,,,,,2025-05-13T18:43:35.499801,,
Caña de lomo cebo ibérico La Hacienda del ibérico,"Pieza 1,6 kg aprox.",68.8,Caña de lomo de cebo ibérico,8480000581501,La Hacienda del Iberico,,unknown,unknown,,,,,,,,,,,,2025-05-14T01:37:15.632147,6000.0,g
Caña de lomo cebo ibérico La Hacienda del ibérico,Pieza 500 g aprox.,21.5,Caña de lomo de cebo ibérico,8480000581501,La Hacienda del Iberico,,unknown,unknown,,,,,,,,,,,,2025-05-14T01:36:42.807123,500.0,g
Piñones Hacendado,Bote 70 g,3.02,Piñones,8480000608697,Hacendado,,a,e,1.0,PIÑONES,,,,,,,,,,2025-05-13T20:30:06.120416,70.0,g
Vino blanco Cason Historico,Brick 1 L,0.9,Vino Blanco,8480000661272,Cason Historico,1L,not-applicable,d,3.0,Vino blanco,,,,,,,,,,2025-05-14T00:29:56.707873,1000.0,ml
Cerveza doble malta 1897,6 latas x 330 ml,3.18,Cerveza doble malta,8480000664518,1897,,unknown,unknown,,,,,,,,,,,,2025-05-14T00:09:35.937845,6000.0,ml
Bebida aromatizada a base de vino para cocinar Abuela Carola,Botella 750 ml,2.35,Bebida aromatizada a base de vino para cocinar,8480000669056,Abuela Carola,750 ml,unknown,unknown,3.0,"Vino blanco, plantas aromáticas, sal.",,,,,,,,,,2025-05-13T22:58:06.336335,750.0,ml
Cogollos de lechuga,Paquete 3 ud.,1.05,Cogollos de lechuga,8480000684486,,,unknown,a,,,,,,,,,,,,2025-05-13T12:32:58.831589,,
Spray oral Propolis Deliplus,Spray 20 ml,3.6,Spray oral propolis,8480000771735,Deliplus,,not-applicable,unknown,,,,,,,,,,,,2025-05-13T12:24:22.294449,20.0,ml
Quitaesmalte con acetona Deliplus,Bote 200 ml,1.15,Quitaesmalte con acetona,8480000785480,Deliplus,,not-applicable,unknown,,,,,,,,,,,,2025-05-13T13:26:55.901597,200.0,ml
Quitaesmalte 0% acetona Deliplus,Bote 200 ml,1.3,Quitaesmalte con acetona,8480000785480,Deliplus,,not-applicable,unknown,,,,,,,,,,,,2025-05-13T13:30:23.662273,200.0,ml
Pan de molde blanco familiar Hacendado,Paquete 26 rebanadas (820 g),1.18,Pan de molde blanco familiar,8480000823243,Hacendado,"28 rebanadas, 820 g",unknown,a,4.0,"Harina de trigo, agua, levadura, azúcar, aceite refinado de girasol 1%, sal, vinagre de vino, harina de habas, emulgentes derivados de la LACTOSA (E472e, E471, E481), antioxidantes (E300), conservadores (E282, E202, E200)",254.0,2.22,0.635,47.6,3.49,3.81,8.89,,,2025-05-13T20:56:06.423393,820.0,g
Ron añejo La Recompensa,Botella 700 ml,6.05,Ron Añejo,8480000862327,La Recompensa,,not-applicable,d,,SA Ve LA IA LA ECOMPENSA COMPENSA ECOMPENSA RECOMPENSA ANEJO ANEJO ANEJO AÑEJO RON DOMINICANO RON DOMINICANO RON DOMINICANO RON DOMINICANO,,,,,,,,,,2025-05-14T00:04:50.756983,700.0,ml
Levadura de panaderia Hacendado,Paquete 10 sobres (70 g),1.5,Levadura de panadería,8480000869982,Hacendado,10 sobre de 7g,not-applicable,b,4.0,"levadura,monoestearato de sorbitano",,,,,,,,,,2025-05-13T20:57:56.730476,70.0,g
Sal rosa del Himalaya Hacendado,Paquete 1 kg,2.65,Sal rosa himalaya,8480000887399,Hacendado,10 g,not-applicable,a,2.0,,,,,,,,,,,2025-05-13T22:58:32.435349,1000.0,g
Agua destilada Bosque Verde,Garrafa 2 L,0.9,Agua destilada,8480000905055,Bosque Verde,2lt,a,not-applicable,1.0,,,,,,,,,,,2025-05-13T17:43:26.162183,2000.0,ml
Pera Conferencia,Pieza 190 g aprox.,0.49,Pera conferencia,8480017645050,Lázaro,1 Kg,unknown,unknown,,Peras. Variedad: Conferencia. Categoría I. Calibre: 55-60 mm,,,,,,,,,,2025-05-13T12:36:46.462651,190.0,g
Datiles en rama Hacendado,Caja 400 g,3.45,Dátil en rama - Deglet Nour,0404440446068,Hacendado,400 g,d,c,,"Dátiles desecados en rama,
 TRAZAS DE SULFITOS",288.0,0.5,0.0,66.0,64.0,8.3,1.8,0.0,0.0,2025-05-13T12:50:28.155243,400.0,g
Piña natural a rodajas,Bote 500 g aprox.,3.1,Piña en rodajas 100% natural,2303024002738,,,b,unknown,,,67.0,0.0,0.0,15.800000190735,9.1999998092651,,0.5,0.0,0.0,2025-05-13T12:37:21.340973,500.0,g
Burger de pollo gruesa,Bandeja 2 ud. (360 g),3.2,Burger gruesa de pollo amarillo,233051290000100224002246,mercadona,2 x 180 g,a,e,,,114.0,4.8,1.4,1.2,0.5,,16.0,0.0,0.0,2025-05-14T01:27:02.812104,360.0,g
Salpicon de marisco Hacendado,Bandeja 400 g aprox.,4.96,Salpicón de marisco,233829730000100371003718,Hacendado,,a,unknown,,,72.0,2.0,0.4,2.4,1.2,1.6,12.1,0.0,0.0,2025-05-13T20:35:24.388612,400.0,g
Napolitana mixta,Pieza 130 g,0.9,Napolitana mixta,2384618000705,Mercadona,,a,unknown,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2025-05-13T20:43:59.016151,130.0,g
Calabacin blanco,Pieza 330 g aprox.,0.69,Calabacín blanco,2609809001683,la union,,unknown,unknown,,,,,,,,,,0.0,0.0,2025-05-14T02:04:42.612938,330.0,g
Tomates cherry,Bandeja 500 g,1.98,Tomates Cerises,3276558775128,Simply,250g,a,not-applicable,1.0,Tomates cerise origine Maroc 100%,19.3,0.26,0.056,2.49,2.48,1.2,0.86,0.0,0.0,2025-05-13T11:53:21.881917,500.0,g
Levadura fresca Levital,Paquete 50 g,0.5,Levadura fresca,3516662870006,Levital,25g,not-applicable,c,1.0,Levadura fresca,74.0,1.0,0.0,0.0,0.0,,16.0,0.0,0.0,2025-05-13T20:54:55.498637,50.0,g
Kiwi verde,Pieza 120 g aprox.,0.38,Zumo exprimido kiwi,4056489170075,Solevita,,d,e,1.0,"zumo manzana,zumo uva blanca, puré de kiwi, zumo de lima y concentrado de espirulina y cártamo",49.0,0.1,0.1,11.4,11.3,0.6,0.4,0.0,0.0,2025-05-13T12:36:36.610055,120.0,g
Kiwis verdes,1 kg aprox.,3.06,Zumo exprimido kiwi,4056489170075,Solevita,,d,e,1.0,"zumo manzana,zumo uva blanca, puré de kiwi, zumo de lima y concentrado de espirulina y cártamo",49.0,0.1,0.1,11.4,11.3,0.6,0.4,0.0,0.0,2025-05-13T12:41:56.668994,1000.0,g
Ginebra London Dry Gin Beefeater,Botella 700 ml,13.25,London Dry Gin,5000329002278,Beefeater,1 l,not-applicable,c,3.0,"Gin (cereal, Juniper, Lemon peel, Seville orange peel, Almond, Angelica root, Angelica seed, Coriander seed, Orris root, Liquorice root, water)",107.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2025-05-14T00:05:53.792064,700.0,ml
Bebida energética original Burn,Lata 500 ml,1.25,Burn Original,5060466513501,Burn,500 ml.,e,not-applicable,,ORIGINAL D BURN ENERGY DRINK,62.0,15.0,15.0,16.0,15.0,,0.0,0.0,0.0,2025-05-13T23:16:41.835912,500.0,ml
Bebida energética original Burn,4 latas x 500 ml,4.6,Burn Original,5060466513501,Burn,500 ml.,e,not-applicable,,ORIGINAL D BURN ENERGY DRINK,62.0,15.0,15.0,16.0,15.0,,0.0,0.0,0.0,2025-05-13T23:13:12.572208,4000.0,ml
Tonica Nordic Mist,Lata 250 ml,0.65,Tónica original,5449000039231,Nordic Mist,330 ml,d,not-applicable,4.0,"Agua carbonatada, azúcar, acidulante (ácido cítrico), aromas naturales de cítricos y otros aromas naturales (contiene quinina),",32.0,0.0,0.0,7.8,7.8,,0.0,0.0,0.0,2025-05-13T23:15:00.657988,250.0,ml
Tonica Nordic Mist,8 latas x 250 ml,4.4,Tónica original,5449000039231,Nordic Mist,330 ml,d,not-applicable,4.0,"Agua carbonatada, azúcar, acidulante (ácido cítrico), aromas naturales de cítricos y otros aromas naturales (contiene quinina),",32.0,0.0,0.0,7.8,7.8,,0.0,0.0,0.0,2025-05-13T23:14:17.505115,8000.0,ml
Limon,Pieza 190 g aprox.,0.47,Danao frz limon hh,6111032009474,,,e,e,4.0,"Eau, lait écrémé, sucre, concentré de jus de fruit, arôme, stabilisant gomme de cellulose, régulateur d'acidité acide citrique, arôme identique naturel, gomme de guar, colorant rouge carmin, MG OUC",38.0,0.02,0.02,89.0,71.0,,0.5,0.0,0.0,2025-05-13T12:37:07.664885,190.0,g
Banana,Pieza 180 g aprox.,0.27,Yogurt Bnine BANANA,6111242102941,Jaouda,110 g,c,a,,"Lait Frais Partiellement Écrémé, Poudre De Lait Écrémé, Sucre, Arôme, Ferments Lactiques.",88.1,1.7,1.2,14.3,9.3,,3.9,0.0,0.0,2025-05-13T12:37:37.239066,180.0,g
Castañas cocidas y peladas Hacendado,Paquete 100 g,1.4,Castañas cocidas y peladas,8402001000515,Hacendado,100 g,a,d,1.0,Castañas peladas.,172.0,1.5,0.2,33.0,10.0,6.9,4.1,0.0,0.0,2025-05-13T23:25:09.929564,100.0,g
Calamar en salsa americana Hacendado,3 latas x 59 g,2.8,Trozos de calamar en salsa americana,8402001013270,hacendado,3 x 80 g,unknown,unknown,4.0,"P Pota (molusco), óleo de girassol, cebola, concentrado de tomate, sal, açúcar, amido de milho modificado, aromas e especiarias. Pode conter peixe e/ou crustáceos.",162.0,11.0,1.3,3.8,3.8,,12.0,0.0,0.0,2025-05-13T20:25:48.307453,3000.0,ml
Fruta + leche tropical Bifrutas,3 mini bricks x 330 ml,2.52,Bifrutas tropical,8410128276003,Pascual,,d,e,4.0,"Agua, leche desnatada (10%), zúmos de frutas a partir de concentrados (7%) (pina y mango), azucar, estabilizante pectina, aroma, acidulante acido citrico), vitaminas C, E y A, edulcorante sucralosa y colorante (E-160a i).",21.0,0.0,0.0,4.8,4.8,0.5,0.3,0.0,0.0,2025-05-13T12:54:09.833583,990.0,ml
Arroz redondo SOS,Paquete 1 kg,1.88,Arroz redondo sos,8410184022675,sos,,unknown,unknown,,,348.0,0.7,0.3,77.0,0.0,,6.5,0.0,0.0,2025-05-13T23:31:03.310599,1000.0,g
Vino blanco Don Simon,Brick 1 L,1.6,Vino blanco Don Simón,8410261273105,Don Simón,1 l,not-applicable,c,3.0,"Uvas, Estabilizador (Ácido metatartárico, Poliaspartato de potasio), Conservante (Sulfitos)",62.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2025-05-14T00:40:15.510922,1000.0,ml
Néctar de piña La Verja,"Botella 1,5 L",1.5,Nectar de piña,8410261773230,la verja,,e,e,4.0,"zumo de piña a partir de concentrado (50%), agua, azúcar, acidulante (ácido citrico), estabilizante (pectina) y antioxidante (ácido ascórbico).",46.0,0.0,0.0,11.2,11.2,,0.2,0.0,0.0,2025-05-13T22:30:43.847804,5000.0,ml
Cerveza sin alcohol Mahou,Lata 330 ml,0.73,"Cerveza 0,0 tostada",8411327002745,Mahou,33cl,not-applicable,d,4.0,"Cerveza Sin Acohol: agua, malta de cebada, maíz, lúpulo, aromas y antioxidante: ácido cítrico.",26.0,0.0,0.0,6.2,3.4,,0.3,0.0,0.0,2025-05-13T23:58:25.328111,330.0,ml
Cerveza sin alcohol Mahou,12 latas x 330 ml,8.52,"Cerveza 0,0 tostada",8411327002745,Mahou,33cl,not-applicable,d,4.0,"Cerveza Sin Acohol: agua, malta de cebada, maíz, lúpulo, aromas y antioxidante: ácido cítrico.",26.0,0.0,0.0,6.2,3.4,,0.3,0.0,0.0,2025-05-13T23:58:06.660061,12000.0,ml
"Cerveza 0,0% sin alcohol tostada Mahou",6 botellines x 330 ml,6.9,"Cerveza 0,0 tostada",8411327002745,Mahou,33cl,not-applicable,d,4.0,"Cerveza Sin Acohol: agua, malta de cebada, maíz, lúpulo, aromas y antioxidante: ácido cítrico.",26.0,0.0,0.0,6.2,3.4,,0.3,0.0,0.0,2025-05-13T23:57:19.698096,330.0,ml
"Cerveza 0,0% sin alcohol tostada Mahou",Botell√≠n 330 ml,1.15,"Cerveza 0,0 tostada",8411327002745,Mahou,33cl,not-applicable,d,4.0,"Cerveza Sin Acohol: agua, malta de cebada, maíz, lúpulo, aromas y antioxidante: ácido cítrico.",26.0,0.0,0.0,6.2,3.4,,0.3,0.0,0.0,2025-05-14T00:03:22.025548,330.0,ml
Cerveza especial Estrella Galicia,12 botellines x 250 ml,7.2,Cerveza especial mini,8412598000515,Estrella Galicia,25cl,a,unknown,,,197.0,0.0,,3.5,0.0,,0.0,0.0,0.0,2025-05-13T23:56:36.318446,250.0,ml
Cerveza especial Estrella Galicia,10 latas x 330 ml,8.7,Cerveza especial mini,8412598000515,Estrella Galicia,25cl,a,unknown,,,197.0,0.0,,3.5,0.0,,0.0,0.0,0.0,2025-05-13T23:56:42.472252,10000.0,ml
Cerveza especial Estrella Galicia,Lata 330 ml,0.89,Cerveza especial mini,8412598000515,Estrella Galicia,25cl,a,unknown,,,197.0,0.0,,3.5,0.0,,0.0,0.0,0.0,2025-05-13T23:59:27.981648,330.0,ml
Cerveza especial Estrella Galicia,Botell√≠n 250 ml,0.68,Cerveza especial mini,8412598000515,Estrella Galicia,25cl,a,unknown,,,197.0,0.0,,3.5,0.0,,0.0,0.0,0.0,2025-05-14T00:03:51.419222,250.0,ml
Cerveza sin alcohol Falke,Lata 330 ml,0.36,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-13T23:58:44.475369,330.0,ml
"Cerveza 0,0% sin alcohol tostada Falke",Lata 330 ml,0.46,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-14T00:03:11.545915,330.0,ml
Cerveza sin alcohol Falke,12 latas x 330 ml,4.32,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-14T00:02:53.839865,12000.0,ml
"Cerveza 0,0% sin alcohol Falke",Lata 330 ml,0.36,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-14T00:02:35.367437,330.0,ml
"Cerveza 0,0% sin alcohol Falke",Botell√≠n 250 ml,0.36,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-14T00:03:37.132459,250.0,ml
"Cerveza 0,0% sin alcohol Falke",12 latas x 330 ml,4.32,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-13T23:59:15.560938,12000.0,ml
"Cerveza 0,0% sin alcohol Falke",6 botellines x 250 ml,2.16,Cerveza Falke 0.0 Tostada,8413041318034,Heineken,,c,d,,,25.0,0.0,0.0,5.0,2.3,,1.3,0.0,0.0,2025-05-14T00:03:03.624938,250.0,ml
